tweet_id,favorite_count,retweet_count,followers_count
892420643555336193,35307,7455,8912752
892177421306343426,30556,5535,8912752
891815181378084864,22998,3661,8912752
891689557279858688,38595,7628,8912752
891327558926688256,36877,8223,8912752
891087950875897856,18608,2752,8912752
890971913173991426,10805,1780,8912752
890729181411237888,59503,16670,8912751
890609185150312448,25597,3805,8912751
890240255349198849,29203,6467,8912751
890006608113172480,28161,6479,8912751
889880896479866881,25621,4400,8912751
889665388333682689,43978,8841,8912751
889638837579907072,24746,3952,8912751
889531135344209921,13925,1993,8912751
889278841981685760,23098,4703,8912751
888917238123831296,26702,3963,8912751
888804989199671297,23430,3733,8912751
888554962724278272,18078,3055,8912751
888078434458587136,19972,3062,8912751
887705289381826560,27758,4772,8912751
887517139158093824,42516,10402,8912751
887473957103951883,62919,15883,8912751
887343217045368832,30874,9305,8912751
887101392804085760,28106,5266,8912751
886983233522544640,31899,6753,8912751
886736880519319552,10948,2810,8912751
886680336477933568,20631,3953,8912751
886366144734445568,19372,2796,8912751
886267009285017600,110,4,8912751
886258384151887873,25651,5588,8912751
886054160059072513,0,96,8912751
885984800019947520,29878,5935,8912751
885528943205470208,32949,5649,8912751
885518971528720385,18790,3295,8912751
885311592912609280,0,16338,8912751
885167619883638784,20064,3861,8912751
884925521741709313,70531,15947,8912751
884876753390489601,25497,4930,8912751
884562892145688576,22292,4148,8912751
884441805382717440,24870,5035,8912750
884247878851493888,66414,17927,8912750
884162670584377345,18727,2645,8912750
883838122936631299,20047,3021,8912750
883482846933004288,42026,8728,8912750
883360690899218434,20798,3256,8912750
883117836046086144,33987,5864,8912750
882992080364220416,21914,3426,8912750
882762694511734784,25905,4314,8912750
882627270321602560,25687,5364,8912750
882268110199369728,41098,10252,8912750
882045870035918850,26875,4298,8912750
881906580714921986,22349,3010,8912750
881666595344535552,46451,9442,8912750
881633300179243008,116,7,8912750
881536004380872706,45366,14157,8912750
881268444196462592,21372,4693,8912750
880935762899988482,15692,2474,8912750
880872448815771648,19541,3384,8912750
880465832366813184,26113,5502,8912750
880221127280381952,24727,3678,8912750
880095782870896641,25345,3854,8912750
879862464715927552,20533,3084,8912750
879674319642796034,291,10,8912750
879492040517615616,21562,2807,8912750
879415818425184262,97000,39531,8912750
879376492567855104,15474,2774,8912750
879130579576475649,0,6028,8912750
879050749262655488,20697,4159,8912750
879008229531029506,17474,2371,8912750
878776093423087618,17795,3626,8912750
878604707211726852,27592,6255,8912750
878404777348136964,0,1127,8912750
878316110768087041,0,5884,8912750
878281511006478336,7096,1127,8912750
878057613040115712,38708,6028,8912750
877736472329191424,72668,16775,8912750
877611172832227328,0,71,8912750
877556246731214848,20868,3382,8912750
877316821321428993,25225,4622,8912750
877201837425926144,24919,4931,8912750
876838120628539392,19037,2957,8912750
876537666061221889,21863,4174,8912750
876484053909872640,17290,2098,8912750
876120275196170240,25775,4136,8912750
875747767867523072,23106,3790,8912750
875144289856114688,20205,4368,8912750
875097192612077568,25276,5414,8913379
875021211251597312,23506,4189,8912751
874680097055178752,25639,4120,8912751
874434818259525634,0,12916,8912751
874296783580663808,23996,3673,8912751
874057562936811520,20958,3544,8912751
874012996292530176,31477,9080,8912751
873580283840344065,22341,3511,8912751
873337748698140672,0,1406,8912751
873213775632977920,6607,1406,8912751
872967104147763200,25135,4824,8912751
872820683541237760,13609,3322,8912751
872620804844003328,19136,3246,8912751
872486979161796608,37646,8106,8912751
872122724285648897,31616,7246,8912751
871879754684805121,34654,9769,8912751
871762521631449091,18690,3124,8912751
871515927908634625,18673,3114,8912751
871166179821445120,0,5115,8912751
871102520638267392,19350,4939,8912751
871032628920680449,21053,3414,8912751
870804317367881728,31152,5548,8912751
870726314365509632,112,3,8912751
870656317836468226,11396,2339,8912751
870374049280663552,76974,23921,8912751
870308999962521604,20328,3736,8912751
870063196459192321,33837,7476,8912751
869772420881756160,39517,9138,8912751
869702957897576449,26165,5665,8912751
869596645499047938,14806,2795,8912751
869227993411051520,18957,3390,8912751
868880397819494401,60617,12988,8912751
868639477480148993,0,1861,8912751
868622495443632128,24720,4764,8912751
868552278524837888,9350,1861,8912751
867900495410671616,22511,3780,8912751
867774946302451713,31595,6623,8912751
867421006826221569,14958,2256,8912751
867072653475098625,0,108,8912751
867051520902168576,29939,7141,8912751
866720684873056260,18618,4346,8912751
866686824827068416,17899,3138,8912751
866450705531457537,113725,31992,8912751
866334964761202691,48712,12916,8912751
866094527597207552,0,7605,8912751
865718153858494464,23957,5112,8912751
865359393868664832,24653,4542,8912751
865006731092295680,26153,7032,8912751
864873206498414592,30087,7905,8912751
864279568663928832,13629,2734,8912751
864197398364647424,27949,8027,8912751
863907417377173506,19261,3778,8912751
863553081350529029,14259,3819,8912751
863471782782697472,0,2207,8912751
863432100342583297,22215,4780,8912751
863427515083354112,2054,85,8912751
863079547188785154,8209,1013,8912751
863062471531167744,7890,2207,8912751
862831371563274240,17949,4702,8912751
862722525377298433,16014,3240,8912751
862457590147678208,19095,4494,8912751
862096992088072192,69334,21159,8912751
861383897657036800,33786,9802,8912751
861288531465048066,16092,3795,8912751
861005113778896900,15655,3500,8912751
860981674716409858,0,1962,8912751
860924035999428608,0,726,8912751
860563773140209665,7026,1962,8912751
860524505164394496,22204,4857,8912751
860276583193509888,17282,3240,8912752
860184849394610176,15658,5387,8912752
860177593139703809,0,28423,8912752
859924526012018688,18446,3788,8912752
859851578198683649,14531,3245,8912752
859607811541651456,17543,1425,8912752
859196978902773760,84450,27779,8912752
859074603037188101,31805,12597,8912752
858860390427611136,0,7492,8912752
858843525470990336,14715,3206,8912752
858471635011153920,20330,4498,8912752
858107933456039936,14870,2674,8912752
857989990357356544,15171,2394,8912752
857746408056729600,32308,9863,8912752
857393404942143489,5565,1523,8912752
857263160327368704,18995,4202,8912752
857214891891077121,212,17,8912752
857062103051644929,0,154,8912752
857029823797047296,17832,3693,8912752
856543823941562368,15514,2681,8912752
856526610513747968,11246,1752,8912752
856330835276025856,0,623,8912752
856288084350160898,488,15,8912752
856282028240666624,26308,5852,8912752
855862651834028034,316,22,8912752
855860136149123072,4642,905,8912752
855857698524602368,11281,1967,8912752
855851453814013952,43544,16894,8912752
855818117272018944,25352,5079,8912752
855459453768019968,28314,7695,8912752
855245323840757760,0,5560,8912752
855138241867124737,0,40,8912752
854732716440526848,21659,5685,8912752
854482394044301312,27833,6406,8912752
854365224396361728,18005,4403,8912752
854120357044912130,30510,6989,8912752
854010172552949760,15500,2962,8912752
853760880890318849,27288,5424,8912752
853639147608842240,33086,9405,8912752
853299958564483072,14820,3350,8912752
852936405516943360,0,1868,8912752
852912242202992640,8620,1702,8912752
852672615818899456,14285,2043,8912752
852553447878664193,15581,3277,8912752
852311364735569921,31747,9399,8912752
852226086759018497,19171,6491,8912752
852189679701164033,11010,1503,8912752
851861385021730816,0,19,8912752
851591660324737024,15637,3286,8912752
851464819735769094,23299,6704,8912752
851224888060895234,19898,5460,8912753
850753642995093505,29560,8606,8912753
850380195714523136,12625,2470,8912753
850333567704068097,3329,310,8912753
850145622816686080,15722,3601,8912753
850019790995546112,19651,4630,8912753
849776966551130114,29257,7204,8912753
849668094696017920,0,4722,8912753
849412302885593088,15308,2995,8912753
849336543269576704,11012,1798,8912753
849051919805034497,40813,8050,8912753
848690551926992896,24317,4125,8912753
848324959059550208,23864,4413,8912753
848213670039564288,7886,683,8912753
848212111729840128,15757,2879,8912753
847978865427394560,0,3115,8912753
847971574464610304,0,419,8912754
847962785489326080,22739,4841,8912754
847842811428974592,5234,1260,8912754
847617282490613760,6757,391,8912754
847606175596138505,18159,3273,8912754
847251039262605312,19833,4126,8912754
847157206088847362,19212,5591,8912754
847116187444137987,20777,3045,8912754
846874817362120707,19421,3749,8912754
846514051647705089,43132,11032,8912754
846505985330044928,13674,2933,8912754
846153765933735936,30551,8646,8912754
846139713627017216,30074,9643,8912754
846042936437604353,15490,2739,8912754
845812042753855489,28300,8317,8912754
845677943972139009,24437,4616,8912754
845397057150107648,7382,1711,8912754
845306882940190720,22624,5152,8912754
845098359547420673,0,7341,8912754
844979544864018432,13242,2442,8912754
844973813909606400,14598,3042,8912754
844580511645339650,15980,2982,8912754
844223788422217728,13280,2095,8912754
843981021012017153,14756,2842,8912754
843856843873095681,20843,4424,8912754
843604394117681152,16427,2626,8912754
843235543001513987,20913,5768,8912754
842846295480000512,14882,3493,8912754
842765311967449089,6542,1214,8913382
842535590457499648,17646,3378,8912754
842163532590374912,23779,5560,8912754
842115215311396866,13600,2904,8912754
841833993020538882,0,14455,8912754
841680585030541313,25105,7551,8912754
841439858740625411,12304,3537,8912754
841320156043304961,19297,5320,8912754
841314665196081154,15438,4474,8912754
841077006473256960,22271,5115,8912754
840761248237133825,0,1697,8912754
840728873075638272,0,15462,8912754
840698636975636481,170,2,8912754
840696689258311684,11978,936,8912754
840632337062862849,8763,1697,8912754
840370681858686976,16031,4394,8912754
840268004936019968,18783,5536,8912754
839990271299457024,13115,2199,8912754
839549326359670784,26785,7492,8912754
839290600511926273,0,139,8912754
839239871831150596,26461,6300,8912754
838952994649550848,19206,3864,8912754
838921590096166913,10871,1971,8912754
838916489579200512,0,33,8912754
838831947270979586,0,10657,8912754
838561493054533637,10722,1286,8912754
838476387338051585,21955,4597,8912754
838201503651401729,0,9716,8912754
838150277551247360,1629,319,8912754
838085839343206401,137,1,8912754
838083903487373313,17231,3015,8912754
837820167694528512,33295,7605,8912754
837482249356513284,3774,428,8912754
837471256429613056,12516,2191,8912754
837110210464448512,15703,2293,8912754
836989968035819520,12485,2234,8912754
836753516572119041,18950,4509,8912754
836677758902222849,12380,2162,8912754
836648853927522308,0,535,8912754
836397794269200385,0,26682,8912754
836380477523124226,14479,2901,8912754
836260088725786625,20900,4186,8912754
836001077879255040,18697,4141,8912754
835685285446955009,0,7891,8912754
835574547218894849,17448,3511,8912754
835536468978302976,0,1638,8912754
835309094223372289,0,20342,8912754
835297930240217089,16157,2910,8912754
835264098648616962,7578,1638,8912754
835246439529840640,2057,71,8912754
835172783151792128,25665,5596,8912754
835152434251116546,21919,2914,8912754
834931633769889797,10590,1581,8912754
834786237630337024,21012,5367,8912754
834574053763584002,13386,2448,8912754
834477809192075265,0,10350,8912754
834458053273591808,9450,1630,8912754
834209720923721728,20153,4617,8913382
834167344700198914,15535,3561,8912754
834089966724603904,9848,2075,8912754
834086379323871233,12822,2146,8912754
833863086058651648,13202,2342,8912754
833826103416520705,17761,3677,8912754
833732339549220864,0,215,8912754
833722901757046785,20469,3150,8912754
833479644947025920,14604,1984,8912754
833124694597443584,19846,4722,8912754
832998151111966721,13017,2131,8912754
832769181346996225,0,38,8912754
832757312314028032,16572,3520,8912754
832682457690300417,11671,2839,8912754
832645525019123713,2878,520,8912754
832636094638288896,15599,2711,8912754
832397543355072512,11779,2155,8912754
832369877331693569,16869,3115,8912754
832273440279240704,11144,2272,8912754
832215909146226688,0,6052,8912754
832215726631055365,0,9093,8912754
832088576586297345,61,2,8912754
832040443403784192,0,9342,8912754
832032802820481025,17548,4547,8912754
831939777352105988,23553,5982,8912754
831926988323639298,331,34,8912754
831911600680497154,27103,6335,8912754
831670449226514432,10257,1770,8913382
831650051525054464,6998,1868,8912754
831552930092285952,8820,2263,8912754
831322785565769729,9131,1516,8912754
831315979191906304,6429,1094,8912754
831309418084069378,11581,2405,8912754
831262627380748289,11709,1990,8912754
830956169170665475,7858,1458,8912754
830583320585068544,65649,16338,8912754
830173239259324417,0,5539,8912754
830097400375152640,9629,2861,8912754
829878982036299777,0,4887,8912754
829861396166877184,12056,1888,8912754
829501995190984704,31212,10350,8912754
829449946868879360,10299,1961,8912754
829141528400556032,23991,7161,8912754
829011960981237760,52422,15953,8912754
828801551087042563,0,3342,8912754
828770345708580865,25188,5718,8912754
828708714936930305,35943,10925,8912754
828650029636317184,9363,1298,8912754
828409743546925057,6256,1137,8912754
828408677031882754,7574,1254,8912754
828381636999917570,12412,2172,8912754
828376505180889089,7274,1044,8912754
828372645993398273,12397,2864,8912754
828361771580813312,2154,171,8912754
828046555563323392,11568,2805,8912754
828011680017821696,10206,2105,8912754
827933404142436356,19772,5120,8912754
827653905312006145,15274,2954,8912754
827600520311402496,7362,918,8912754
827324948884643840,15600,2968,8912754
827199976799354881,10432,2178,8912754
826958653328592898,21258,4887,8912754
826848821049180160,35755,9925,8912754
826615380357632002,0,3901,8912754
826598799820865537,5058,244,8912754
826598365270007810,9880,2293,8912754
826476773533745153,18149,4099,8912754
826240494070030336,13101,2561,8912754
826204788643753985,4806,902,8912754
826115272272650244,15424,3039,8912754
825876512159186944,10338,1824,8912754
825829644528148480,12569,2440,8912754
825535076884762624,56137,17241,8912754
825147591692263424,18049,4442,8912754
825120256414846976,0,1221,8912754
825026590719483904,6200,1221,8912754
824796380199809024,0,5392,8912754
824775126675836928,14724,3438,8912754
824663926340194305,10399,1736,8912754
824325613288833024,11672,10376,8912755
824297048279236611,14867,3784,8912755
824025158776213504,4765,588,8912755
823939628516474880,10499,2655,8912755
823719002937630720,0,10965,8912755
823699002998870016,13799,2471,8912755
823581115634085888,12864,2581,8912755
823333489516937216,693,22,8912755
823322678127919110,15549,3939,8912755
823269594223824897,0,9692,8912755
822975315408461824,17137,3379,8912755
822872901745569793,129793,42363,8912755
822859134160621569,13092,2228,8912755
822647212903690241,0,6289,8912755
822610361945911296,14632,2901,8912755
822489057087389700,17917,6289,8912755
822462944365645825,27599,13994,8912755
822244816520155136,34552,9692,8912755
822163064745328640,0,4667,8912755
821886076407029760,11189,2263,8912755
821813639212650496,0,3317,8912755
821765923262631936,8316,1628,8912755
821522889702862852,7958,1721,8912755
821421320206483457,0,5472,8912755
821407182352777218,11617,4253,8912755
821153421864615936,254,10,8912755
821149554670182400,8530,1930,8912755
821107785811234820,9496,2094,8912755
821044531881721856,12537,2231,8912755
820837357901512704,0,6613,8912755
820749716845686786,31211,9716,8912755
820690176645140481,12098,3181,8912755
820494788566847489,0,554,8912755
820446719150292993,0,2531,8912755
820314633777061888,3311,554,8912755
820078625395449857,19603,6180,8912755
820013781606658049,0,1154,8912755
819952236453363712,5271,1154,8912755
819924195358416896,12802,4808,8912755
819711362133872643,13234,3067,8912755
819588359383371776,9560,1966,8912755
819347104292290561,7148,1180,8912755
819238181065359361,2242,401,8912755
819227688460238848,22855,6613,8912755
819015337530290176,0,36407,8912755
819015331746349057,0,18746,8912755
819006400881917954,44909,18746,8912755
819004803107983360,86134,36407,8912755
818646164899774465,0,20663,8912755
818627210458333184,22211,7444,8912755
818614493328580609,9747,2509,8912755
818588835076603904,0,6022,8912755
818536468981415936,10764,2410,8912755
818307523543449600,0,7940,8912755
818259473185828864,10914,2220,8912755
818145370475810820,12147,2522,8912755
817908911860748288,4811,787,8912755
817827839487737858,51119,26682,8912755
817777686764523521,10656,2644,8912755
817536400337801217,11664,2913,8912755
817502432452313088,0,3343,8912755
817423860136083457,33441,14455,8912755
817415592588222464,5552,934,8912755
817181837579653120,0,8349,8912755
817171292965273600,8685,1992,8912755
817120970343411712,12118,2562,8912755
817056546584727552,8515,1619,8912755
816829038950027264,0,4655,8912755
816816676327063552,9920,2014,8912755
816697700272001025,9693,2152,8912755
816450570814898180,30142,7940,8912755
816336735214911488,8532,1921,8912755
816091915477250048,8856,2104,8912755
816062466425819140,0,1001,8912755
816014286006976512,0,5191,8912755
815990720817401858,4903,1001,8912755
815966073409433600,22208,8349,8912755
815745968457060357,0,4074,8912755
815736392542261248,9760,2235,8912755
815639385530101762,8158,1629,8912755
815390420867969024,10286,3763,8912755
814986499976527872,7594,1258,8912755
814638523311648768,11178,2660,8912755
814578408554463233,0,5767,8912755
814530161257443328,8563,1837,8912755
814153002265309185,28554,8569,8912755
813944609378369540,0,3146,8912755
813910438903693312,9246,1841,8912755
813812741911748608,36194,13807,8912755
813800681631023104,8263,1734,8912755
813217897535406080,18527,7218,8912755
813202720496779264,9184,1800,8912755
813187593374461952,19713,4308,8912755
813172488309972993,9201,1903,8912755
813157409116065792,7725,2185,8912755
813142292504645637,8439,2364,8912755
813130366689148928,4459,444,8912755
813127251579564032,11750,3093,8912755
813112105746448384,10244,2710,8912755
813096984823349248,10513,3598,8912755
813081950185472002,9844,2762,8912755
813066809284972545,7895,1933,8912755
813051746834595840,20846,7299,8912755
812781120811126785,7508,1887,8912755
812709060537683968,6583,1426,8912755
812503143955202048,6026,1205,8912755
812466873996607488,7934,1916,8912755
812372279581671427,13578,3627,8912755
811985624773361665,7242,1386,8912755
811744202451197953,7500,1572,8912755
811647686436880384,5576,730,8912755
811627233043480576,12684,3047,8912755
811386762094317568,20798,6322,8912755
810984652412424192,5296,1424,8912755
810896069567610880,8958,1749,8912755
810657578271330305,10906,2616,8912755
810284430598270976,34993,11118,8912755
810254108431155201,14608,3342,8912755
809920764300447744,15481,3901,8912755
809808892968534016,0,4847,8912755
809448704142938112,6912,1455,8912755
809220051211603969,19807,5539,8912755
809084759137812480,13158,3503,8912755
808838249661788160,10069,3009,8912755
808733504066486276,7861,2146,8912755
808501579447930884,11252,2584,8912755
808344865868283904,42295,20663,8912755
808134635716833280,0,5862,8912755
808106460588765185,8770,2197,8912755
808001312164028416,12477,3510,8912755
807621403335917568,14507,3580,8912755
807106840509214720,117506,54875,8912755
807059379405148160,0,7274,8912755
807010152071229440,13033,3836,8912755
806629075125202948,74196,34298,8912755
806620845233815552,0,5477,8912755
806576416489959424,4874,1943,8912755
806542213899489280,10177,2343,8912755
806242860592926720,0,11534,8912755
806219024703037440,6414,1183,8912755
805958939288408065,0,5314,8912755
805932879469572096,8253,1909,8912755
805826884734976000,6530,1802,8912755
805823200554876929,0,7941,8912755
805520635690676224,5729,1644,8912755
805487436403003392,8758,2503,8912755
805207613751304193,7815,1703,8912755
804738756058218496,13642,3795,8912755
804475857670639616,6110,1995,8912755
804413760345620481,0,3203,8912755
804026241225523202,44209,15958,8912755
803773340896923648,10012,2717,8912755
803692223237865472,0,7370,8912755
803638050916102144,10896,4117,8912755
803380650405482500,7736,1861,8912755
803321560782307329,0,5276,8912755
803276597545603072,9983,2435,8912755
802952499103731712,8980,1982,8912755
802624713319034886,0,2890,8912755
802600418706604034,7070,1449,8912755
802572683846291456,8907,2482,8912755
802323869084381190,16098,5784,8912755
802265048156610565,6901,1366,8912755
802239329049477120,9049,2603,8912755
802185808107208704,0,271,8912755
801958328846974976,7727,1711,8912755
801854953262350336,1785,235,8912755
801538201127157760,8198,2046,8912755
801285448605831168,6021,811,8912755
801167903437357056,24351,5862,8912755
801127390143516673,0,3921,8912755
801115127852503040,8039,2086,8912756
800859414831898624,685,97,8912756
800855607700029440,0,1597,8912756
800751577355128832,10546,2772,8912756
800513324630806528,13077,2969,8912756
800459316964663297,9473,2161,8912756
800443802682937345,0,4291,8912756
800388270626521089,11119,2782,8912756
800188575492947969,0,3908,8912756
800141422401830912,15219,2531,8912756
800018252395122689,28232,13042,8912756
799774291445383169,0,4641,8912756
799757965289017345,8354,2148,8912756
799422933579902976,8043,1914,8912756
799308762079035393,0,5416,8912756
799297110730567681,9833,2730,8912756
799063482566066176,8044,2458,8912756
798933969379225600,13014,4412,8912756
798925684722855936,7485,1431,8912756
798705661114773508,0,6596,8912756
798701998996647937,0,7720,8912756
798697898615730177,0,6476,8912756
798694562394996736,0,4913,8912756
798686750113755136,0,2318,8912756
798682547630837760,0,4711,8912756
798673117451325440,0,5516,8912756
798665375516884993,0,3878,8912756
798644042770751489,0,1838,8912756
798628517273620480,0,1964,8912756
798585098161549313,0,5642,8912756
798576900688019456,0,5795,8912756
798340744599797760,0,3299,8912756
798209839306514432,10379,2537,8912756
797971864723324932,11541,3088,8912756
797545162159308800,14505,4835,8912756
797236660651966464,19857,6510,8912756
797165961484890113,223,26,8912756
796904159865868288,0,8860,8912756
796865951799083009,7647,1903,8912756
796759840936919040,11767,3006,8912756
796563435802726400,0,7189,8912756
796484825502875648,7545,1740,8912757
796387464403357696,10953,4101,8912757
796177847564038144,0,14155,8912757
796149749086875649,32099,14155,8912757
796125600683540480,4953,1791,8912757
796116448414461957,9059,2397,8912757
796080075804475393,8420,2290,8912757
796031486298386433,10757,3689,8912757
795464331001561088,49318,23380,8912757
795400264262053889,9999,2842,8912757
795076730285391872,16130,5392,8912757
794983741416415232,0,3345,8912757
794926597468000259,10184,2298,8912756
794355576146903043,0,10192,8912756
794332329137291264,9557,2659,8912756
794205286408003585,9205,3291,8912756
793962221541933056,16757,4847,8912756
793845145112371200,9179,1837,8912756
793614319594401792,0,3104,8912756
793601777308463104,7943,1600,8912756
793500921481273345,10629,2354,8912756
793286476301799424,24479,9093,8912756
793271401113350145,8656,2373,8912756
793256262322548741,19902,8273,8912756
793241302385262592,10466,3266,8912756
793226087023144960,9775,2856,8912756
793210959003287553,8890,2774,8912756
793195938047070209,15180,5578,8912756
793180763617361921,6901,1982,8912756
793165685325201412,9340,2757,8912756
793150605191548928,6144,1685,8912756
793135492858580992,6377,2478,8912756
793120401413079041,12590,3889,8912756
792913359805018113,14238,3937,8912756
792883833364439040,11250,4237,8912756
792773781206999040,7325,1657,8912756
792394556390137856,13351,4266,8912756
792050063153438720,7114,1779,8912756
791821351946420224,0,20924,8912756
791784077045166082,0,9487,8912756
791780927877898241,0,3787,8912756
791774931465953280,44873,22006,8912756
791672322847637504,11702,3104,8912756
791406955684368384,13091,4074,8912756
791312159183634433,8726,2509,8912756
791026214425268224,0,4057,8912756
790987426131050500,9776,2112,8912756
790946055508652032,16586,4655,8912756
790723298204217344,0,2287,8912756
790698755171364864,8173,1905,8912756
790581949425475584,20573,7064,8912756
790337589677002753,7783,1864,8912756
790277117346975746,12494,3146,8912756
790227638568808452,0,3535,8912756
789986466051088384,9203,2287,8912756
789960241177853952,0,4073,8912756
789903600034189313,10287,4095,8912756
789628658055020548,7443,1743,8912756
789599242079838210,6707,1900,8912756
789530877013393408,11666,3345,8912756
789314372632018944,8605,2270,8912756
789280767834746880,0,4875,8912756
789268448748703744,9070,2580,8912756
789137962068021249,9666,2760,8912756
788908386943430656,27302,12381,8912756
788765914992902144,27157,10192,8912756
788552643979468800,0,7097,8912756
788412144018661376,15460,5214,8912756
788178268662984705,7189,2073,8912756
788150585577050112,6088,1260,8912756
788070120937619456,0,3401,8912756
788039637453406209,6088,1294,8912756
787810552592695296,8565,3015,8912756
787717603741622272,10209,2750,8912756
787397959788929025,10830,2821,8912756
787322443945877504,7734,1725,8912756
787111942498508800,0,6681,8912756
786963064373534720,26490,7891,8912756
786729988674449408,0,2401,8912756
786709082849828864,18124,6052,8912756
786664955043049472,10533,2514,8912756
786595970293370880,9401,3099,8912756
786363235746385920,10823,3454,8912756
786286427768250368,7924,2797,8912756
786233965241827333,15137,4667,8912756
786051337297522688,1418,154,8912756
786036967502913536,0,6922,8912756
785927819176054784,11314,3149,8912756
785872687017132033,6651,1783,8912756
785639753186217984,7817,2215,8912756
785533386513321988,9044,1971,8912756
785515384317313025,6083,1240,8912756
785264754247995392,7213,1598,8912756
785170936622350336,11940,4764,8912756
784826020293709826,10043,3203,8912756
784517518371221505,8905,2495,8912756
784431430411685888,5677,1258,8912756
784183165795655680,19888,7941,8912756
784057939640352768,29532,10965,8912756
783839966405230592,29747,10657,8912756
783821107061198850,7309,1942,8912756
783695101801398276,10392,3171,8912756
783466772167098368,8394,2208,8912756
783391753726550016,16763,5386,8912756
783347506784731136,0,5465,8912756
783334639985389568,28890,11534,8912756
783085703974514689,8100,2167,8912756
782969140009107456,23932,7274,8912756
782747134529531904,7412,1393,8912756
782722598790725632,17120,5314,8912756
782598640137187329,7728,1847,8912756
782305867769217024,16507,5472,8912756
782021823840026624,0,6107,8912756
781955203444699136,11044,3326,8912756
781661882474196992,10343,2680,8912756
781655249211752448,3958,1116,8912756
781524693396357120,20587,5477,8912756
781308096455073793,7083,2523,8912756
781251288990355457,8343,2048,8912756
781163403222056960,9712,2716,8912756
780931614150983680,21429,7189,8912756
780858289093574656,7119,1972,8912756
780800785462489090,5430,1278,8912756
780601303617732608,11985,3317,8912756
780543529827336192,6235,1722,8912756
780496263422808064,0,3619,8912756
780476555013349377,0,109,8912756
780459368902959104,5241,1061,8912756
780192070812196864,8620,2204,8912756
780092040432480260,0,2263,8912756
780074436359819264,12032,4876,8912756
779834332596887552,18678,6922,8912756
779377524342161408,8691,3064,8912756
779124354206535695,0,17989,8912756
779056095788752897,14594,4451,8912756
778990705243029504,19728,7072,8912756
778774459159379968,0,9723,8912756
778764940568104960,855,358,8912756
778748913645780993,6811,1285,8912756
778650543019483137,5703,1475,8912756
778624900596654080,4577,998,8912756
778408200802557953,13473,4255,8912756
778396591732486144,0,12023,8912756
778383385161035776,5760,1082,8912756
778286810187399168,10259,3244,8912756
778039087836069888,8397,2595,8912756
778027034220126208,6482,1579,8912756
777953400541634568,0,3474,8912756
777885040357281792,6284,1602,8912756
777684233540206592,11101,2890,8912756
777641927919427584,0,4162,8912756
777621514455814149,8631,2467,8912756
777189768882946048,14085,4240,8912756
776819012571455488,0,13451,8912756
776813020089548800,4818,1185,8912756
776477788987613185,8714,2718,8912756
776249906839351296,0,8958,8912756
776218204058357768,29515,15558,8912756
776201521193218049,9487,2477,8912756
776113305656188928,11616,4291,8912756
776088319444877312,1818,147,8912756
775898661951791106,0,16484,8912756
775842724423557120,11558,2609,8912756
775733305207554048,13718,3921,8912756
775729183532220416,12844,4524,8912756
775364825476165632,7293,2906,8912756
